dv3,dv2,dv2-3,dv1-2,dv1-3,others
3.413196683782050433e-01,3.107504094609199741e-01,1.119676901971161237e-01,9.160970209177529688e-02,5.566267670991451033e-02,8.868985316206912106e-02
